"FİRMA ADI","TELEFON","FAKS","WEBSİTE","E-POSTA","ADRES","LOGO"
"ATA SİLAH SAN. A.Ş.","0 (216) 466 45 68","www.ataarms.com","ata@ataarms.com","Alemdağ Mah. Elmalı Sok. No:5/A Çekmeköy İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/ATA_SYLAH_SAN._A.Y..png"
"ATERKO YAPI DANIŞMANLIK SAN. TİC. A.Ş.","0 (216) 473 22 03","www.aterko.com","aterko@aterko.com","Esentepe Mah. Erkılıç Cad. Karizma Kule No:6/37 Kartal - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/ATERKO_YAPI_DANIYMANLIK_SAN._TYC._A.Y..jpg"
"ATEŞÇİ MEDİKAL MÜHENDİSLİK MAKİNA İNŞAAT YAPI ELEM.AV SPOR MALZ.DIŞ TİC.LTD.ŞTİ.","0 (312) 394 19 38","www.atesci.com","sales@atesci.com","Abdulkadir Geylani Caddesi No:18 06374 Ostim-Yenimahalle, ANKARA","https://sahaistanbul.org.tr/imgs/300x200x2/ATEYCY_MEDYKAL_MUHENDYSLYK_MAKYNA_YNYAAT_YAPI_ELEM.AV_SPOR_MALZ.DIY_TYC.LTD.YTY..png"
"ATP MÜHENDİSLİK LOJ. MÜŞ. SAN.TİC.LTD.ŞTİ.","0 (264) 279 20 21","www.atpsavunma.com","cigdem@atpsavunma.com","ERENLER M. 1266 SOK NO:20 ERENLER / SAKARYA","https://sahaistanbul.org.tr/imgs/300x200x2/ATP_MUHENDYSLYK_LOJ._MUY._SAN.TYC.LTD.YTY..jpg"
"AUGMEA SİMİLASYON TEKNOLOJİLERİ A.Ş.","0 (850) 582 56 30","www.augmea.com","info@augmea.com","Teknopark Bulvarı, Sanayi Mah., No: 1/3A Z05, 34906 Pendik / İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/AUGMEA_SYMYLASYON_TEKNOLOJYLERY_A.Y..jpg"
"AVİTAŞ KOMPOZİT PLASTİK SAN. VE TİC. A.Ş.","0 (216) 378 21 05","www.avitas.com.tr","info@avitas.com.tr","Ramazanoğlu Mah.Çukurova Cad.No:3 34906 Pendik-İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/AVYTAY_KOMPOZYT_PLASTYK_SAN._VE_TYC._A.Y..jpg"
"AVRUPAX MÜHENDİSLİK VE DİZAYN TEK. SAĞ. GID. İNŞ. SAN. TİC. LTD. ŞTİ.","0 (212) 466 24 97","www.avrupax.com","info@avrupax.com","İkitelli OSB Mah. Bağcılar Güngören San. Sit. 6. Cad. İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/AVRUPAX_MUHENDYSLYK_VE_DYZAYN_TEK._SAY._GID._YNY._SAN._TYC._LTD._YTY..png"
"AYDIN MENSUCAT DÖŞEMELİK KUMAŞ SANAYİ VE TİC. A.Ş.","0 (212) 549 20 60","www.aydinmensucat.com.tr","info@aydintekstil.com","İkitelli Organize Sanayi Bölgesi Mahallesi, Eski Turgut Özal Caddesi, No:38 - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/AYDIN_MENSUCAT_DOYEMELYK_KUMAY_SANAYY_VE_TYC._A.Y..png"
"AYGÜN END. MAK. İMALAT BAKIM ONARIM TAAHHÜT SAN VE TİC. LTD. ŞTİ.","0 (262) 373 67 07","www.aygunendustriyel.com","info@aygunendustriyel.com","Uzunçiftlik Mah. Sadun Atığ Blv. No:112/2 Kartp/Kocaeli","https://sahaistanbul.org.tr/imgs/300x200x2/AYGUN_END._MAK._YMALAT_BAKIM_ONARIM_TAAHHUT_SAN_VE_TYC._LTD._YTY..png"
"AYMAKSAN AYLA MAK.SAN. A.Ş","0 (216) 364 38 72","www.aymaksan.com","info@aktasgroup.com.tr","Dudullu O.S.B Cd. And. San. Sit. N:16/1 Ümraniye İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/AYMAKSAN_AYLA_MAK.SAN._A.Y..jpg"
"AYROTEC MÜHENDİSLİK DANIŞMANLIK ÜRETİM SAN. VE TİC. LTD. ŞTİ.","0 (216) 504 11 20","www.ayrotec.com","cigdem.akbas@ayrotec.com","Barbaros Mah. Mor sümbül Sokak Teknik Yapı Deluxia Palace A Blok No: 5A D:266 Ataşehir - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/AYROTEC_MUHENDYSLYK_DANIYMANLIK_URETYM_SAN._VE_TYC._LTD._YTY..png"
"AYTEKNİK MAKİNA TASARIM","0 (216) 397 75 20","www.aymakro.com","info@aymakro.com","","https://sahaistanbul.org.tr/imgs/300x200x2/Logo_aymakro-15-1024x827.jpg"
"B PREG Kompozit ve Tekstil Müh. Dan. San. Tic. A.Ş.","0 (555) 211 22 41","www.bpreg.com","bpreg@bpreg.com","Erzene Mah. Ankara Cad. Ege Üniversitesi EBİLTEM Binası No:172/14 Bornova/İZMİR","https://sahaistanbul.org.tr/imgs/300x200x2/B_PREG_Kompozit_ve_Tekstil_Muh._Dan._San._Tic._A.Y..jpg"
"BAHARİYE MENSUCAT SAN. VE TİC. A.Ş.","0 (212) 548 20 10","www.bahariyehali.com","icpiyasa@bahariyehali.com","İkitelli Mehmet Akif Mah. Bahariye Cad. No:33 K.Çekmece 34303 İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BAHARYYE_MENSUCAT_SAN._VE_TYC._A.Y.jpg"
"BAHÇIVAN ELEKTRİK MOTOR SAN.TİC.LTD.ŞTİ","0 (212) 771 48 48","www.bvnair.com","b.bahcivan@bvnair.com","Ömerli Mah. İstanbul Hadımköy Cd. No 147. 34555 Hadımköy Arnavutköy İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/bahcii.jpg"
"BAKERİŞ GEMİ AYDINLATMA VE ELEK. MALZ. SAN. VE TİC. LTD. ŞTİ.","0 (212) 238 10 13","www.bakeris.com.tr","bakeris@bakeris.com.tr","Merkez Ofis Emekyemez Mh Abdulselam Sk. No:17/1 Beyoğlu İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BAKERYY_GEMY_AYDINLATMA_VE_ELEK._MALZ._SAN._VE_TYC._LTD._YTY..jpg"
"Baltech Otomotiv San. ve Tic. Ltd. Şti.","0 (212) 671 41 80","www.baltechswitches.com","mertbal@baltechotomotiv.com","Hadımköy Mah. Şaşmaz Sok. No:8/1 Arnavutköy - Istanbul","https://sahaistanbul.org.tr/imgs/300x200x2/Baltech.jpg"
"BANT BORU A.Ş.","0 (262) 677 47 00","www.bantboru.com","purchasing@bantboru.com","GOSB İhsan Dede Cad.700.Sok. No: 712, 41480, Gebze","https://sahaistanbul.org.tr/imgs/300x200x2/BaYlYksYz-1_1.jpg"
"BARKO-MED ELEKTRONİK TİC.A.Ş.","0 (312) 442 92 57","www.barkoelektronik.com","idari@barkoelektronik.com","","https://sahaistanbul.org.tr/imgs/300x200x2/BARKO_Elektronik.jpg"
"BASE STUDİO ARGE VE TEKNOLOJİ SAN. A.Ş.","0 (262) 242 82 42","www.basestudio.com.tr","info@basestudio.com.tr","Balçık Mah. 3273 Sok. No:28 Balçık Köyü Gebze Kocaeli","https://sahaistanbul.org.tr/imgs/300x200x2/BASE_STUDYO_ARGE_VE_TEKNOLOJY_SAN._A.Y..jpg"
"BAŞOĞLU KABLO VE PROFİL SAN. VE TİC.A.Ş.","0 (216) 420 59 40","www.basoglu.com","info@basoglu.com","İÇERENKÖY YOLU CAD. KEYAP SİTESİ NO:82 YUKARI DUDULLU ÜMRANİYE/İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/BAYOYLU_KABLO_VE_PROFYL_SAN._VE_TYC.A.Y..jpg"
"BAU İNOVASYON VE DANIŞMANLIK A.Ş","0 (212) 381 09 70","www.baumind.com.tr","info@baumind.com.tr","Altunizade Mah. Oymacı Sok. No:15 34662 Üsküdar / İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BAU_YNOVASYON_VE_DANIYMANLIK_A.Y.jpg"
"BaX Kompozit A.Ş.","0 (532) 474 29 42","www.baxcomposites.com","hk@baxcomposites.com","","https://sahaistanbul.org.tr/imgs/300x200x2/boxkompozit-300x242.jpg"
"BAYCAN ELEKTRİK MÜTEAHHİTLİK SANAYİ VE TİCARET ANONİM ŞİRKETİ","0 (222) 236 02 74","www.baycan.com.tr","baycan@baycan.com.tr","ESKİŞEHİR ORGANİZE SANAYİ BÖLGESİ, 7.CADDE NO:7, 26110 ODUNPAZARI/ESKİŞEHİR","https://sahaistanbul.org.tr/imgs/300x200x2/BAYCAN_ELEKTRYK_MUTEAHHYTLYK_SANAYY_VE_TYCARET.jpg"
"BAYKAR SAVUNMA","0 (212) 867 09 00","www.baykarsavunma.com","info@baykarsavunma.com","Baykar Savunma – İstanbul, Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/BAYKAR_SAVUNMA.jpg"
"BAYRAMOGLU İNSAAT TAAHHÜT TİCARET VE SANAYİ A.Ş.","0 (224) 241 58 50","www.bayramogluinsaat.com.tr","murat@bayramogluinsaat.com.tr","FETHİYEOSB MAH. ALİ OSMAN SÖNMEZ BLV. 3. SK. NO: 1 NİLÜFER/ BURSA","https://sahaistanbul.org.tr/imgs/300x200x2/BAYRAMOGLU_INSAAT_TAAHHUT_TICARET_VESANAYI.jpg"
"BCB OTOMASYON ÜRÜN. SAN. VE TİC. LTD. ŞTİ","0 (216) 365 00 05","www.bcbotomasyon.com.tr","info@bcbotomasyon.com.tr","İTOSB 14.cad no:1 Tepeören Tuzla İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/bcb-min.jpg"
"BEGA SAVUNMA VE HAVACILIK LTD. ŞTİ.","0 (312) 426 87 87","www.begasavunma.com","bozcan@begasavunma.com","Macun Mah. 177. Cadde No: 19 J Blok No: 2 Yenimahalle – Ankara, Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/BEGA_SAVUNMA_VE_HAVACILIK_LTD._YTY..jpg"
"BEKTAŞ METAL SAN. VE DIŞ TİC. LTD. ŞTİ.","0 (262) 502 11 81","www.bektasmetal.com.tr","info@bektasmetal.com","Çerkeşli OSB Mahallesi IMES 10. Cadde No:24 Dilovası / Kocaeli, TÜRKİYE","https://sahaistanbul.org.tr/imgs/300x200x2/BEKTAY_METAL_SAN._VE_DIY_TYC._LTD._YTY..jpg"
"BERDAN CİVATA SAN. A.Ş.","0 (324) 676 44 90","www.berdancivata.com","info@berdancivata.com","Mersin - Tarsus Org. San. Böl. 5. Cd. No: 6 Huzurkent TARSUS","https://sahaistanbul.org.tr/imgs/300x200x2/BERDAN_CYVATA_SAN._A.Y..png"
"BERKİN SAVUNMA SANAYİ MÜHENDİSLİK TİCARET ANONİM ŞİRKETİ","0 (216) 395 50 90","www.berkinengineering.com","info@berkinengineering.com","Postane Mah. Yalıboyu Cad. No: 81/2 34940 Tuzla / İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BERKYN_SAVUNMA_SANAYY_MUHENDYSLYK_TYCARET_ANONYM_YYRKETY.png"
"Berteks Tekstil San.ve Tic.A.Ş.","0 (224) 280 27 00","www.berteks.com","info@berteks.com","DOSAB Karanfil sok. no:5 PK:16245 OsmangaziBursa/TÜRKİYE","https://sahaistanbul.org.tr/imgs/300x200x2/Berteks_Tekstil_San.ve_Tic.A.Y..jpg"
"BEST MAKİNA SANAYİ VE TİCARET ANONİM ŞİRKET","0 (262) 754 02 32","www.bestmakina.com","finans@bestmakina.com","ORGANİZE SANAYİ BÖLGESİ MAH. ( MAKİNE İHTİSAS OSB ) 15. SOKAK NO: 5 DİLOVASI KOCAELİ","https://sahaistanbul.org.tr/imgs/300x200x2/BEST_MAKYNA_SANAYY_VE_TYCARET_ANONYM_YYRKETY.jpg"
"BETA-PAK OTOMATİK PAKETLEME AMBALAJ MAKİNALARI SAN. VE TİC. A.Ş.","0 (224) 021 25 97","www.betapak.com","info@betapak.com","İslambey Mahallesi Yıldırım Beyazıt Cad.(Bolluca Yolu 1 km) P.K. 34275 Arnavutköy İSTANBUL ","https://sahaistanbul.org.tr/imgs/300x200x2/BETA-PAK_OTOMATYK_PAKETLEME_AMBALAJ_MAKYNALARI_SAN._VE_TYC._A.Y..png"
"BİAS MAKİNA A.Ş","0 (312) 210 18 88","www.biasmakina.com","mkilic@biasmakina.com","Haluk Türksoy Arka Sok. 12/2 Altunizade, 34662, İstanbul, Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/BYAS_MAKYNA_A.Y._1.jpg"
"BİAS MÜHENDİSLİK LTD. ŞTİ.","0 (216) 474 57 01","www.bias.com.tr","akuntay@bias.com.tr","Haluk Türksoy Sok. No:12/3 34662 Altunizade - Üsküdar / İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/bias-300x242.png"
"BİLİŞİM BİLİŞİM VE YAZILIM SİS.SAN. VE TİC.A.Ş.","0 (312) 266 11 44","www.bilisim.com.tr","info@bilisim.com.tr","Üniversiteler Mah. Beytepe Lodumlu Köy Yolu Cad. No:5 K:4 Bilkent 06800 Çankaya/ANKARA","https://sahaistanbul.org.tr/imgs/300x200x2/BYLYYYM_BYLYYYM_VE_YAZILIM_SYS.SAN._VE_TYC.A.Y..png"
"Bilsa Savunma Teknolojileri A.Ş.","0 (216) 593 38 05","www.bilsasavunma.com.tr","batuhan@bilsasavunma.com.tr","Aydınlı-Birlik OSB Mh. Batı Cad. No:26 /1 Tuzla-İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BYLSA_SAVUNMA_TEKNOLOJYLERY_A.Y..jpg"
"BİRTUĞ DIŞ TİCARET LTD.ŞTİ.","0 (212) 407 03 63","www.birtug.com.tr","info@birtug.com.tr","Aymakoop Ticaret Merkezi K:5 N:1 İkitelli OSB. - İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/BYRTUY_AYAKKABI_TEKSTIL_SAN._VE_TYC._LTD._YTY..jpg"
"BİSSAN KAUÇUK SIZ.EL.SAN.VE TİC.LTD.ŞTİ.","0 (212) 222 35 35","www.bissan.com.tr","satis@bissan.com.tr","İkitelli osb. tormak sanayi sitesi r blok no:7 ikitelliistanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BYSSAN_KAUCUK.jpg"
"BİTES SAVUNMA, HAVACILIK VE UZAY TEKNOLOJİLERİ A.Ş.","0 (312) 210 12 56","www.bites.com.tr","bites@bites.com.tr","ODTÜ Teknokent Bilişim İnovasyon Merkezi Mustafa Kemal Mah. Dumlupınar Bulv. No:280/G Kat:4 No:411 PK. 06530 Çankaya/Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/BYTES_SAVUNMA_HAVACILIK_VE_UZAY_TEKNOLOJYLERY_A.Y..jpg"
"BMC POWER MOTOR VE KONTROL TEKNOLOJİLERİ A.Ş.","0 (216) 251 28 00","www.bmcpower.com.tr","info@bmcpower.com.tr","Sanayi Mah. Teknopark Blv. Teknopark İstanbul No:1/9A 605-608,701-708 Pendik İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BMC_POWER_MOTOR_VE_KONTROL_TEKNOLOJYLERY_A.Y..jpg"
"BOZOK SAVUNMA MEDİKAL VE MÜHENDİSLİK SAN. TİC. LTD. ŞTİ.","0 (312) 385 02 48","www.bozokmuhendislik.com","abdurrahim@bozokmuhendislik.com","Teknopark Ankara Kampüsü C Blok Kat 9 No: 921 2224. Cd. No: 1 Yenimahalle Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/BOZOK_SAVUNMA_MEDYKAL_VE_MUHENDYSLYK_SAN._TYC._LTD._YTY..jpg"
"BTECH TEKNOLOJİ BİLGİSAYAR SİSTEMLERİ SANAYİ VE TİCARET A.Ş.","0 (312) 227 00 89","www.btech.com.tr","info@btech.com.tr","Üniversiteler Mah. Ihsan Doğramacı Bulvarı ODTÜ Teknokent Silikon Blok Z1 No19 06800 Çankaya Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/BTECH_TEKNOLOJY_BYLGYSAYAR_SYSTEMLERY_SANAYY_VE_TYCARET_A.Y..jpg"
"BULUTHAN (USİSHİ)","0 (216) 442 70 70","www.buluthan.com","","Teknopark İstanbul Sanayi Mahallesi Teknopark Bulvarı No:1/3A-403 Pendik - İstanbul - Türkiye","https://sahaistanbul.org.tr/imgs/300x200x2/BULUTHAN_USYSHY.jpg"
"BURAK ALÜMİNYUM SAN. VE TİC. A.Ş.","0 (288) 436 12 34","www.burak.com.tr","info@burak.com.tr","Yeni Mah. Muratlı Asfaltı No: 10 Büyükkarıştıran / Lüleburgaz Kırklareli","https://sahaistanbul.org.tr/imgs/300x200x2/BURAK_ALUMYNYUM_SAN._VE_TYC._A.Y..jpg"
"BURAKCAN KALIP SAN. VE TİC. LTD. ŞTİ.","0 (212) 653 75 00","www.burakcanglassmold.com.tr","info@burakcanglassmold.com.tr","Prof. Dr. M. Nevzat Pisak Caddesi No: 4/14 Bina No: 7-9, PK: 34197 Bahçelievler/Istanbul","https://sahaistanbul.org.tr/imgs/300x200x2/BURAKCAN_KALIP_SAN._VE_TYC._LTD._YTY..jpg"
"BÜYÜK COŞKUNLAR HAVAİ FİŞEK SAN. TİC. A.Ş.","0 (264) 642 76 24","www.buyukcoskunlarhavaifisek.com","ahmetcagirici@buyukcoskunlarhavaif.sek.co","YukarıÇalıca Köyü Tepe Açma Mevkii Hendek Sakarya","https://sahaistanbul.org.tr/imgs/300x200x2/BUYUK_COYKUNLAR_HAVAY_FYYEK_SAN._TYC._A.Y..jpg"
"BYC UNITED","0 (262) 323 58 88","http://www.bycunited.com/","sales@bycunited.com","Istasyon Mahallesi Çilem Sokak No:72 Köseköy/Kartepe/Kocaeli","https://sahaistanbul.org.tr/imgs/300x200x2/byc.jpg"
"C.E.S. İLERİ KOMPOZİT VE SAVUNMA TEKN. SAN. VE TİC. A.Ş.","0 (312) 384 80 00","www.ces.com.tr","info@ces.com.tr","Malıköy Anadolu OSB Mah. 12. Cadde No:20 Sincan Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/C.E.S._YLERY_KOMPOZYT_VE_SAVUNMA_TEKN._SAN._VE_TYC._A.Y..jpg"
"C TECH BİLİŞİM TEKNOLOJİLERİ SAN. VE TİC. A.Ş.","0 (216) 290 52 88","www.ctech.com.tr ","infoctech@ctech.com.tr","Teknopark İstanbul, Teknoloji Geliştirme Bölgesi, Sanayi Mah. Teknopark Bulvarı No:1, A Blok, Kat:2, Kurtköy-Pendik 34912 İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/C_TECH_BYLYYYM_TEKNOLOJYLERY_SAN._VE_TYC._A.Y..jpg"
"ÇAKIROĞLU DEMİR ÇELİK SAN. VE TİC. A.Ş.","0 (216) 482 48 48","www.cakiroglugrup.com","turancakiroglu@gmail.com","Fatih Mah., Katip Çelebi Cad. No:53 Orhanlı-Tuzla-İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CAKIROYLU_DEMYR_CELYK_SAN._VE_TYC._A.Y.png"
"ÇAKMAK Vinç San. Tic. A.Ş","0 (902) 646 54 59","https://cmak.com","info@cmak.com","2.OSB 10.Yol No:9 54300 Hendek / Sakarya","https://sahaistanbul.org.tr/imgs/300x200x2/CAKMAK_Vinc_San._Tic._A.Y..jpg"
"CANOVATE ELEKTRONİK ENDÜSTRİ VE TİC. A.Ş.","0 (216) 484 22 22","www.canovate.com","info@canovate.com","Ekşioğlu Mah., Atabey Cad. No:12 Çekmeköy - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CANOVATE_ELEKTRONYK_ENDUSTRY_VE_TYC._A.Y..png"
"CANPA SANAYİ ÜRÜNLERİ ÜRETİM PAZARLAMA VE TİCARET LTD. ŞTİ.","0 (212) 671 02 73","www.konikkilit.com","info@konikkilit.com","IOSB Metal-İş Sanayi Sitesi. 7.Blok No:8 Başakşehir İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CANPA_SANAYY_URUNLERY_URETYM_PAZARLAMA_VE_TYCARET_LTD_YTY_.jpg"
"CDT BİLGİ TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.","0 (216) 322 66 22"," www.cdtas.com.tr","info@cdtas.com.tr","Kavacık Mah. Elbistan Sok. SAS Plaza No: 10 Kat: 5 D:13-14 Kavacık - Beykoz/ İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CDT_BYLGY_TEKNOLOJYLERY_SANAYY_VE_TYCARET_A.Y..jpg"
"ÇEL-MER ÇELİK ENDÜSTRİ A.Ş.","0 (262) 658 14 34","www.celmercelik.com","info@celmercelik.com","Şekerpınar Mah., Sarmaşık Sk. No:9 Çayırova / Kocaeli","https://sahaistanbul.org.tr/imgs/300x200x2/CEL-MER_CELYK_ENDUSTRY_A.Y..png"
"ÇELİK METAL SANAYİ PAZ. VE DIŞ TİC. LTD. ŞTİ.","0 (212) 369 61 08","www.celikmetal.com","info@celikmetal.com","Piripaşa Mah. Şabandere Sok. No:10 Hasköy-Beyoğlu-İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CELYK_METAL_SANAYY_PAZ._VE_DIY_TYC._LTD._YTY..png"
"CENGİZ TEKNİK KOMPOZİT SAN.VE TİC. A.Ş.","0 (212) 447 38 43","www.cengizkompozit.com","cengiz@cengizkompozit.com","Namık Kemal Mah. 171 Sok. No -11 Esenyurt/İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CENGYZ_TEKNYK_KOMPOZYT_SAN.VE_TYC._A.Y..jpg"
"CER DÖKÜM VE MAKİNE SANAYİ A.Ş.","0 (312) 267 11 25","www.cerdokum.com","cer@cerdokum.com","Ahi Evran O.S.B Mah Avrupa Hun Cad. No:12 Sincan/Ankara","https://sahaistanbul.org.tr/imgs/300x200x2/CER_DOKUM_VE_MAKYNE_SANAYY_A.Y..jpg"
"CET KOMPOZİT VE EPOKSİ TEKNOLOJİLERİ A.Ş.","0 (216) 482 89 39","www.cet-tech.com","info@cet-tech.com","İstanbul Teknopark 4A - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CET_KOMPOZYT_VE_EPOKSY_TEKNOLOJYLERY_A.Y..jpg"
"CEVHER JANT SANAYİİ A.Ş.","0 (232) 298 20 00","www.cevher.com","info@cevherwheels.com","AKÇAY CAD. NO:144/1 KÜRŞAD SOKAK NO:10 EGE SERBEST BÖLGESİ GAZİEMİR İZMİR","https://sahaistanbul.org.tr/imgs/300x200x2/CEVHER_JANT_SANAYYY_A.Y..jpg"
"ÇEVİK KONNEKTÖR VE KABLO MONTAJ SİSTEMLERİ SAN. VE TİC.LTD.ŞTİ.","0 (216) 521 65 81","www.cevikltd.com.tr","info@cevikltd.com.tr","ABDURRAHMANGAZİ MAHALLESİ, ALPARSLAN CADDESİ NO:11/3 SANCAKTEPE/İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/CEVYK_KONNEKTOR_VE_KABLO_MONTAJ_SYSTEMLERY_SAN._VE_TYC.LTD.YTY..jpg"
"CEY Savunma ve Simülasyon Sistemleri Sanayi ve Ticaret AŞ","0 (312) 266 22 55","www.ceysavunma.com","info@ceysavunma.com","Üniversiteler Mah. 1596. Cad. Hacettepe Teknokent, No: 6A/30, 06800 Çankaya-ANKARA","https://sahaistanbul.org.tr/imgs/300x200x2/CEY_Savunma_ve_Simulasyon_Sistemleri_Sanayi_ve_Ticaret_AY.jpg"
"CİHAN DERİ SANAYİ A.Ş.","0 (216) 394 18 60","www.cihanderi.com","info@cihanderi.com","İstanbul Org. Deri San. Bölg. Dolap Cad. No:10 Tuzla/İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CYHAN_DERY_SANAYY_A.Y..jpg"
"ÇİLTUĞ ISI SANAYİ TİCARET A.Ş.","0 (342) 230 03 25","www.ciltug.com","info@ciltug.com","Atatürk Bulvarı No:89/2-3, 27010 Gaziantep, Turkey","https://sahaistanbul.org.tr/imgs/300x200x2/CYLTUY_ISI_SANAYY_TYCARET_A.Y..jpg"
"ÇİMTAŞ ÇELİK İMALAT MONTAJ VE TESİSAT A.Ş.","0 (212) 340 35 35","www.cimtas.com.tr","cimtas_gemlik@cimtas.com","Balmumcu Mah. Zincirlikuyu Yolu No: 8 34349 Beşiktaş İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CYMTAY_CELYK_YMALAT_MONTAJ_VE_TESYSAT_A.Y..jpg"
"ÇİMTAŞ HASSAS İŞLEME SANAYİ VE TİC. LTD. ŞTİ.","0 (224) 524 87 31","www.cimtasmachining.com","cimtasmachining@cimtasmachining.com","Ata Mah. Serbest Bölge Orkide Cad. No 24 PK16600 Gemlik/Bursa","https://sahaistanbul.org.tr/imgs/300x200x2/CYMTAY_HASSAS_YYLEME_SANAYY_VE_TYC._LTD._YTY..jpg"
"CİVTEK CİVATA A.Ş.","0 (212) 861 28 00","www.cetin.com.tr","cetin@cetin.com.tr","Çatalca Yolu Üzeri No:27 Büyükçekmece - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CYVTEK_CYVATA_A.Y..jpg"
"ÇİZGİ TEKNOLOJİ ELEKTRONİK TASARIM VE ÜRETİM A.Ş.","0 (216) 415 19 44","www.cizgi.net","info@cizgi.net","Merve Mah. Necip Fazıl Cad. No:8 Yenidoğan Sancaktepe/İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CYZGY_TEKNOLOJY_ELEKTRONYK_TASARIM_VE_URETYM_A.Y..jpg"
"CKF Teknoloji ve Danışmanlık Tic. Ltd. Şti","0 (232) 290 02 49","www.ckftek.com","kcitak@ckftek.com","Adalet Mah. Manas Blv. Folkart Towers No:47/B A Kule 34.Kat, 3406 BAYRAKLI","https://sahaistanbul.org.tr/imgs/300x200x2/cfk.jpg"
"CNC TEKNOLOJİK YAZILIM SİSTEMLERİ LTD.ŞTİ","0 (262) 678 89 12","www.solidcnc.net","info@solidcnc.net","Gebze Organize Sanayi Bölgesi Kemal Nehrozoğlu Caddesi. High Tech Binası Kat 2 A5 GOSB Teknopark - 41480 Gebze Kocaeli","https://sahaistanbul.org.tr/imgs/300x200x2/kljl.jpg"
"CNK HAVACILIK SAN. VE TİC. LTD. ŞTİ.","0 (216) 499 46 71","www.cnkaerospace.com","info@cnkaero.com","İMES San. Sit. E blok 501. Sk No:37 34776 Y.Dudullu - Ümraniye - İstanbul","https://sahaistanbul.org.tr/imgs/300x200x2/CNK_HAVACILIK_SAN._VE_TYC._LTD._YTY..jpg"
"CRAFT KOMPOZİT MÜHENDİSLİK VE DANIŞMANLIK LTD.ŞTİ.","","www.craftcomposite.com","","İVEDİK O.S.B. 2224 CD. NO:1/1 TEKNOPARK ANKARA C BLOK Z/11 YENİMAHALLE/ANKARA","https://sahaistanbul.org.tr/imgs/300x200x2/CRAFT_KOMPOZYT_MUHENDYSLYK_VE_DANIYMANLIK_LTD.YTY..jpg"
"CS TECH BİLİŞİM LTD.ŞTİ.","0 (312) 227 03 53","www.cstech.com.tr","info@cstech.com.tr","Mustafa Kemal Mahallesi Dumlupınar Bulvarı No:280/G Teknokent Bilişim İnovasyon Merkezi C Kapısı Kat:4 No:10 Çankaya/ANKARA","https://sahaistanbul.org.tr/imgs/300x200x2/CS_TECH_BYLYYYM_LTD.YTY..jpg"
"CT KESME TEKNOLOJİLERİ VE MAKİNA SAN. LTD. ŞTİ.","0 (216) 593 28 18","www.c-t.com.tr","info@c-t.com.tr","KOSB ANALATİK CAD. NO:70 TUZLA-İSTANBUL","https://sahaistanbul.org.tr/imgs/300x200x2/CT_KESME_TEKNOLOJYLERY_VE_MAKYNA_SAN._LTD._YTY..png"
